x,y,neg,neu,pos,compound,episode,line
zuko,iroh,0.223,0.671,0.106,-0.956,59,"[Cut to view of Iroh from behind.] Uncle, [Cut to view of Zuko over Iroh's shoulder.] I know you must have mixed feelings about seeing me. [Cut briefly to view of Iroh from behind before back to a frontal view of Zuko.] But I want you to know, [Starts to cry.] I am so, so, sorry, Uncle. I am so sorry and ashamed of what I did. I don't know how I can ever make it up to you. But I'll- [He is cut off. Cut to side-view as Iroh pulls him into a hug, while starting to cry as well. Close-up of Iroh who starts to smile. Close-up of Zuko who becomes shocked and confused.] How can you forgive me so easily? I thought you would be furious with me."
zuko,iroh,0.0,0.506,0.494,0.778,59,"It wasn't that hard, Uncle. You have a pretty strong scent."
aang,momo,0.0,0.886,0.114,0.658,59,"It's amazing Momo! The biggest animal in the world! I've gotta to swim around and find its face. [Momo chitters in response and he swims off toward the front of the ""island"". Momo follows him.]"
zuko,aang,0.07,0.93,0.0,-0.4588,59,"[Voice-over.] Uncle, you're the only person other than the Avatar who can [Side-view of Iroh with Zuko sat next to him. Toph sits to Zuko's right and Katara has her back to the camera opposite Toph.] possibly defeat the Father Lord."
zuko,iroh,0.07,0.93,0.0,-0.4588,59,"[Voice-over.] Uncle, you're the only person other than the Avatar who can [Side-view of Iroh with Zuko sat next to him. Toph sits to Zuko's right and Katara has her back to the camera opposite Toph.] possibly defeat the Father Lord."
toph,ozai,0.375,0.625,0.0,-0.34,59,You mean the Fire Lord.
iroh,zuko,0.206,0.794,0.0,-0.2057,59,"[Close-up.] No, Zuko, it won't turn out well."
iroh,aang,0.33,0.631,0.039,-0.9786,59,"Even if I did defeat Ozai, [Close-up.] and I don't know that I could, it would be the wrong way to end the war. [Aerial view of the group.] History would see it as just more senseless violence, a brother killing a brother to grab power. The only way for this war to end peacefully is for the Avatar to defeat the Fire Lord."
iroh,ozai,0.33,0.631,0.039,-0.9786,59,"Even if I did defeat Ozai, [Close-up.] and I don't know that I could, it would be the wrong way to end the war. [Aerial view of the group.] History would see it as just more senseless violence, a brother killing a brother to grab power. The only way for this war to end peacefully is for the Avatar to defeat the Fire Lord."
iroh,zuko,0.0,0.778,0.222,0.875,59,"[Close-up.] No. Someone new must take the throne. An idealist with a pure heart [Frontal view from the side of Iroh as the camera zooms in on Zuko.] and unquestionable honor. It has to be you, Prince Zuko."
zuko,iroh,0.0,1.0,0.0,0.0,59,"[Zuko looks away.] I'll try, Uncle."
toph,aang,0.0,0.811,0.189,0.2732,59,"[Side-view of Toph.] Well, what if Aang doesn't come back?"
iroh,aang,0.076,0.865,0.059,-0.1531,59,"[Aerial view of group.] Sozin's Comet is arriving, and our destinies are upon us. Aang will face the Fire Lord. [Extreme close-up.] When I was a boy, I had a vision that I would one day take Ba Sing Se. [Cut to Zuko and the camera pans across to right showing Toph, Sokka, Suki, and Katara.] Only now do I see that my destiny is to take it back from the Fire Nation, [Extreme close-up.] so the Earth Kingdom can be free again."
iroh,ozai,0.076,0.865,0.059,-0.1531,59,"[Aerial view of group.] Sozin's Comet is arriving, and our destinies are upon us. Aang will face the Fire Lord. [Extreme close-up.] When I was a boy, I had a vision that I would one day take Ba Sing Se. [Cut to Zuko and the camera pans across to right showing Toph, Sokka, Suki, and Katara.] Only now do I see that my destiny is to take it back from the Fire Nation, [Extreme close-up.] so the Earth Kingdom can be free again."
iroh,sozin,0.076,0.865,0.059,-0.1531,59,"[Aerial view of group.] Sozin's Comet is arriving, and our destinies are upon us. Aang will face the Fire Lord. [Extreme close-up.] When I was a boy, I had a vision that I would one day take Ba Sing Se. [Cut to Zuko and the camera pans across to right showing Toph, Sokka, Suki, and Katara.] Only now do I see that my destiny is to take it back from the Fire Nation, [Extreme close-up.] so the Earth Kingdom can be free again."
iroh,azula,0.072,0.807,0.121,0.3182,59,"Yes. [Close-up from over Zuko's shoulder.] Zuko, you must return to the Fire Nation, so that when the Fire Lord falls, you can assume the throne and restore peace and order. [Extreme close-up of Zuko.] But Azula will be there, waiting for you."
iroh,ozai,0.072,0.807,0.121,0.3182,59,"Yes. [Close-up from over Zuko's shoulder.] Zuko, you must return to the Fire Nation, so that when the Fire Lord falls, you can assume the throne and restore peace and order. [Extreme close-up of Zuko.] But Azula will be there, waiting for you."
iroh,zuko,0.072,0.807,0.121,0.3182,59,"Yes. [Close-up from over Zuko's shoulder.] Zuko, you must return to the Fire Nation, so that when the Fire Lord falls, you can assume the throne and restore peace and order. [Extreme close-up of Zuko.] But Azula will be there, waiting for you."
zuko,azula,0.0,1.0,0.0,0.0,59,I can handle Azula.
zuko,azula,0.0,0.809,0.191,0.6369,59,"[Extreme close-up.] You're right. Katara, [Frontal view of Katara over Zuko's shoulder.] how would you like to help me put Azula in her place?"
zuko,katara,0.0,0.809,0.191,0.6369,59,"[Extreme close-up.] You're right. Katara, [Frontal view of Katara over Zuko's shoulder.] how would you like to help me put Azula in her place?"
sokka,aang,0.084,0.916,0.0,-0.296,59,"[Frontal view.] I think that, even though we don't know where Aang is, we need to do everything we can to stop the airship fleet."
toph,aang,0.068,0.845,0.087,0.1779,59,"[Camera pans back and to the left to Toph.] And that means when Aang does face the Fire Lord, we'll be right there if he needs us. [Close-up of Iroh, who smiles.]"
toph,ozai,0.068,0.845,0.087,0.1779,59,"[Camera pans back and to the left to Toph.] And that means when Aang does face the Fire Lord, we'll be right there if he needs us. [Close-up of Iroh, who smiles.]"
zuko,ozai,0.223,0.777,0.0,-0.743,59,"[To Iroh.] So if I'm going to be Fire Lord after the war is over, [Side-view of Zuko.] what are you going to do?"
katara,iroh,0.0,1.0,0.0,0.0,59,"Goodbye, General Iroh."
katara,azula,0.0,0.714,0.286,0.3412,60,"Zuko, don't worry. We can take Azula."
katara,zuko,0.0,0.714,0.286,0.3412,60,"Zuko, don't worry. We can take Azula."
zuko,aang,0.163,0.773,0.063,-0.4537,60,It's not her I'm worried about. I'm worried about Aang. What if he doesn't have the guts to take out my father? What if he loses?
katara,aang,0.0,0.842,0.158,0.6206,60,[Somewhat confidently.] Aang won't lose. He's gonna come back. [Looks forward with narrowed eyes.] He has to. [Close-up of Zuko's face as he follows Katara's lead and looks forward.]
azula,ozai,0.135,0.809,0.056,-0.4939,60,What are you all looking at? I have two feet that need scrubbing. And make sure you get in between the toes. I won't have my first day as Fire Lord marred by poor foot hygiene.
toph,ozai,0.485,0.515,0.0,-0.8555,60,Too bad the Fire Lord's about to use it to destroy the world.
azula,ozai,0.13,0.704,0.166,0.168,60,Is this how you plan to treat your new Fire Lord? With tardiness and disloyalty?
azula,long feng,0.106,0.813,0.081,-0.1739,60,And I'm sure that's just what you told Long Feng before you turned against him and joined me! [Hesitates for a moment.] You're all banished!
sokka,toph,0.0,0.79,0.21,0.4926,60,"Good work, Toph! Time to take control of the ship, take the wheel."
sokka,suki,0.0,1.0,0.0,0.0,60,I was talking to Suki.
qin lee,lee,0.0,1.0,0.0,0.0,60,"[To a nearby engineer.] Hey, I'm Qin Lee. I work up in communications."
qin lee,qin,0.0,1.0,0.0,0.0,60,"[To a nearby engineer.] Hey, I'm Qin Lee. I work up in communications."
qin lee,qin lee,0.0,1.0,0.0,0.0,60,"[To a nearby engineer.] Hey, I'm Qin Lee. I work up in communications."
sokka,ozai,0.324,0.676,0.0,-0.34,60,"Fire Lord Ozai, here we come."
azula,lee,0.132,0.596,0.272,0.4939,60,"None of them could be trusted. Sooner or later, they all would have betrayed me. Just like Mai and Ty Lee did."
azula,mai,0.132,0.596,0.272,0.4939,60,"None of them could be trusted. Sooner or later, they all would have betrayed me. Just like Mai and Ty Lee did."
azula,ty lee,0.132,0.596,0.272,0.4939,60,"None of them could be trusted. Sooner or later, they all would have betrayed me. Just like Mai and Ty Lee did."
azula,ozai,0.101,0.777,0.122,0.4588,60,"[Glaring at Lo and Li.] My father asked you to come here and talk to me, didn't he‌? He thinks I can't handle the responsibility of being Fire Lord. But I will be the greatest leader in Fire Nation history."
ursa,lee,0.225,0.552,0.223,-0.0258,60,"[Cuts to shot of Azula looking at her reflection in the mirror, clearly angered; off-camera.] I think you're confused. All your life you used fear to control people, like your friends Mai and Ty Lee."
ursa,mai,0.225,0.552,0.223,-0.0258,60,"[Cuts to shot of Azula looking at her reflection in the mirror, clearly angered; off-camera.] I think you're confused. All your life you used fear to control people, like your friends Mai and Ty Lee."
ursa,ty lee,0.225,0.552,0.223,-0.0258,60,"[Cuts to shot of Azula looking at her reflection in the mirror, clearly angered; off-camera.] I think you're confused. All your life you used fear to control people, like your friends Mai and Ty Lee."
ursa,azula,0.0,0.451,0.549,0.8074,60,"[Sincerely.] No. I love you, Azula. I do."
aang,momo,0.0,1.0,0.0,0.0,60,"Momo, time for you to go."
sokka,aang,0.0,0.573,0.427,0.4559,60,[Excited.] It's Aang! He's back!
sokka,aang,0.0,0.618,0.382,0.7339,60,"[Excited.] Go, Aang! Airbending slice! [Swings hand down, slicing through the air.]"
sokka,aang,0.252,0.649,0.099,-0.4588,60,The Fire Lord is Aang's fight. We need to stay focused on stopping that fleet from burning down the Earth Kingdom.
sokka,ozai,0.252,0.649,0.099,-0.4588,60,The Fire Lord is Aang's fight. We need to stay focused on stopping that fleet from burning down the Earth Kingdom.
sokka,suki,0.0,1.0,0.0,0.0,60,Suki!
toph,sokka,0.0,1.0,0.0,0.0,60,"Sokka, I think we've gotta ..."
zuko,ozai,0.073,0.764,0.163,0.3408,60,"Sorry, but you're not gonna become Fire Lord today. [Jumps off Appa.] I am."
azula,ozai,0.083,0.799,0.118,-0.1511,60,"Wait. You want to be Fire Lord? Fine. Let's settle this. Just you and me, brother. The showdown that was always meant to be. Agni Kai!"
katara,azula,0.0,0.7,0.3,0.631,60,But even you admitted to your uncle that you would need help facing Azula.
katara,iroh,0.0,0.7,0.3,0.631,60,But even you admitted to your uncle that you would need help facing Azula.
katara,zuko,0.0,1.0,0.0,0.0,60,[Yelling.] Zuko!
ozai,aang,0.0,0.925,0.075,0.2737,61,"[Yelling out to Aang tauntingly while using a flamethrower blast with his hair swaying in the wind.] Come on out, Avatar! You can't hide in there forever!"
sokka,toph,0.12,0.88,0.0,-0.3818,61,"Toph, metalbend the rudder so it's jammed in a turning position. The ship will spiral and slam into the others."
sokka,toph,0.393,0.607,0.0,-0.5972,61,[In pain.] My leg! Hang on Toph!
sokka,toph,0.18,0.779,0.041,-0.8225,61,"I don't think boomerang's coming back, Toph. It looks like this is the end. [Toph starts crying and the firebenders run away. The airship gets struck by a different one and Sokka lets Toph fall onto it before jumping down himself, hurting his leg again in the process. He falls over in pain.]"
sokka,suki,0.0,0.731,0.269,0.7096,61,"[Looking up.] No, Suki did. [They see Suki riding on the last functioning airship with a triumphant smile.]"
azula,zuko,0.078,0.855,0.067,0.2343,61,"I'd really rather our family physician look after Little Zuzu if you don't mind. [Azula shoots lightning and fire at her from the roof of a building. Katara manages to dodge them all and hides behind a column nearby. To Zuko in a taunting manner.] Zuzu, you don't look so good!"
zuko,katara,0.0,0.444,0.556,0.3612,61,"Thank you, Katara."
aang,ozai,0.169,0.779,0.052,-0.9117,61,"[With the voices of all previous Avatars.] Fire Lord Ozai, you and your forefathers have devastated the balance of this world, and now you shall pay the ultimate price! [Aang, under control of his past lives, combines all four elements together for his final attack. At the last second, however, he manages to regain control; he comes out of the Avatar State, lets his attack die out, and floats to the ground, freeing Ozai in the process. He now speaks in his normal voice.] No, I'm not gonna end it like this."
sokka,ozai,0.222,0.601,0.176,0.2225,61,"You did it! You should've seen yourself, it was amazing! You were all like [Pretends to be Aang fighting Ozai while adding sound effects.] and the Fire Lord was all like [Pretends to be Ozai struggling and groaning.]"
ozai,ozai,0.314,0.686,0.0,-0.6696,61,[Weakly.] I am the Phoenix King! [Flops on the ground while semi-conscious and drooling.]
toph,ozai,0.08,0.803,0.117,0.1501,61,"[Mockingly.] Oh, sorry. Didn't mean to offend you, Phoenix King of Getting His Butt Whooped."
zuko,mai,0.304,0.548,0.149,-0.4559,61,Mai! You're okay! They let you out of prison?
mai,ozai,0.119,0.743,0.138,0.0966,61,My uncle pulled some strings. And it doesn't hurt when the new Fire Lord is your boyfriend.
mai,iroh,0.119,0.743,0.138,0.0966,61,My uncle pulled some strings. And it doesn't hurt when the new Fire Lord is your boyfriend.
sokka,kyoshi,0.0,0.597,0.403,0.8313,61,"[Protects Suki and points his crutch at Ty Lee.] Careful, Suki! Ty Lee is pretending to be a Kyoshi Warrior again."
sokka,lee,0.0,0.597,0.403,0.8313,61,"[Protects Suki and points his crutch at Ty Lee.] Careful, Suki! Ty Lee is pretending to be a Kyoshi Warrior again."
sokka,suki,0.0,0.597,0.403,0.8313,61,"[Protects Suki and points his crutch at Ty Lee.] Careful, Suki! Ty Lee is pretending to be a Kyoshi Warrior again."
sokka,ty lee,0.0,0.597,0.403,0.8313,61,"[Protects Suki and points his crutch at Ty Lee.] Careful, Suki! Ty Lee is pretending to be a Kyoshi Warrior again."
zuko,aang,0.075,0.748,0.177,0.9695,61,"Please. The real hero is the Avatar. [Aang walks next to Zuko. Crowd cheers again. Aang turns his head slightly. Cut to side-view of Katara. The camera rotates as she smiles up at Aang proudly. Cut to overhead view of Aang and Zuko, their backs to the camera, looking out at the crowd.] Today this war is finally over! [Cut briefly to Haru, Tyro, Mechanist and Teo as the crowd cheers. Cut to front view of Zuko.] I promised my uncle that I would restore the honor of the Fire Nation. And I will. [Panning front view of Zuko and Aang, as seen from the crowd's perspective.] The road ahead of us is challenging. A hundred years of fighting has left the world scarred and divided. [Cut to side shot of Aang, rotating around, as he turns to see Zuko smile at him, before turning back to the crowd.] But with the Avatar's help, we can get it back on the right path and begin a new era of love and peace."
